ndeg_auto;dep;nom;region_administrative;adresse;code_insee;commune;situation_geographique;ecrans;fauteuils;tranche_d_entrees;proprietaire;programmateur;categorie_art_et_essai;label_art_et_essai;genre;multiplexe;population_de_la_commune_2015;unite_urbaine_2010;population_unite_urbaine_2015;semaines_d_activite_2020;seances_2020;entrees_2020;entrees_2019;evolution_entrees_2020_2019;art_et_essai;nombre_de_films_programmes_2020;nombre_de_films_inedits_2020;nombre_de_films_en_semaine_1_2020;pdm_en_entrees_des_films_francais_2020;pdm_en_entrees_des_films_americains_2020;pdm_en_entrees_des_films_europeens_2020;pdm_en_entrees_des_autres_films_2020;films_art_et_essai_2020;part_des_seances_de_films_art_et_essai_2020;pdm_en_entrees_des_films_art_et_essai_2020;geo
444330.0;95;L'ANTARES;ILE-DE-FRANCE;1, PLACE DU COEUR BATTANT;95637;Vauréal;03-Petite couronne;2;217;De 10 à 20 000 entrées;VILLE DE VAUREAL;;NON;;FIXE;NON;16221.0;Paris;10706072.0;30.0;1379.0;13086.0;44939.0;-70.8805269365;NON;140.0;103.0;19.0;54.0549486925;34.9994483063;7.21615359153;3.72944940969;48.0;39.4385026738;37.8572216705;49.030119,2.021182
444791.0;77;LA GRANGE;ILE-DE-FRANCE;RUE AMBROISE PRO;77487;Vaux-le-Pénil;03-Petite couronne;1;268;De 5 à 10 000 entrées;COMMUNE DE VAUX LE PENIL;SARL CINEODE;C;;FIXE;NON;11039.0;Paris;10706072.0;24.0;354.0;7332.0;21396.0;-65.731912507;OUI;113.0;76.0;1.0;59.9042766713;29.6124749112;8.3680716381;2.11517677937;61.0;29.8372513562;35.3867531264;48.527795,2.689584
448802.0;78;ESPACE MAURICE BEJART;ILE-DE-FRANCE;3 BLVD ANDRE MALRAUX;78642;Verneuil-sur-Seine;03-Petite couronne;1;312;De 5 à 10 000 entrées;COMMUNE DE VERNEUIL SUR SEINE;SARL GPCI;NON;;FIXE;NON;15366.0;Paris;10706072.0;26.0;432.0;9886.0;30158.0;-67.2193116254;NON;117.0;98.0;0.0;39.9712437096;51.2580877067;0.0;8.77066858375;47.0;47.3684210526;43.1344356578;48.979213,1.97461
449542.0;91;ESPACE BERNARD MANTIENNE;ILE-DE-FRANCE;VOIE DE L'AULNE;91645;Verrières-le-Buisson;03-Petite couronne;2;491;De 10 à 20 000 entrées;COMMUNE DE VERRIERES LE BUISSON;;NON;;FIXE;NON;15592.0;Paris;10706072.0;31.0;989.0;13621.0;36279.0;-62.4548636953;NON;150.0;115.0;10.0;57.773359841;31.5705765408;8.03180914513;2.62425447316;93.0;31.3974591652;33.2007952286;48.754993,2.269638
449661.0;78;UGC CYRANO;ILE-DE-FRANCE;7 RUE RAMEAU;78646;Versailles;03-Petite couronne;8;1590;De 80 à 100 000 entrées;SOCIETE NOUVELLE DE GESTION CYRANO;UGC DIFFUSION;NON;;FIXE;OUI;85771.0;Paris;10706072.0;31.0;6603.0;82214.0;351009.0;-76.5778085462;NON;199.0;97.0;78.0;58.3962953936;24.2343001056;11.2763018929;6.09310260785;95.0;40.0921658986;42.7492078967;48.807883,2.130901
449702.0;78;UGC ROXANE;ILE-DE-FRANCE;6 RUE ST SIMON;78646;Versailles;03-Petite couronne;4;769;De 30 à 40 000 entrées;ROXANE;UGC DIFFUSION;C;RDJPPR;FIXE;NON;85771.0;Paris;10706072.0;31.0;3223.0;34761.0;115597.0;-69.9291504105;OUI;139.0;90.0;62.0;56.3498738436;35.4499579479;7.14886459209;1.05130361648;110.0;34.8017621145;36.3330529857;48.803954,2.133847
450503.0;78;CINEMA JEAN MARAIS;ILE-DE-FRANCE;59 BD CARNOT;78650;Le Vésinet;03-Petite couronne;1;199;De 10 à 20 000 entrées;ASSOCIATION DU CENTRE DES ARTS ET LOISIRS DU VESINET;SARL GPCI;C;;FIXE;NON;15884.0;Paris;10706072.0;25.0;334.0;10478.0;31768.0;-67.0171241501;OUI;74.0;51.0;6.0;44.6808510638;45.2765957447;5.1914893617;4.85106382979;49.0;23.7288135593;27.1489361702;48.893988,2.134326
455770.0;92;LE COLOMBIER;ILE-DE-FRANCE;PLACE CHARLES DE GAULLE;92077;Ville-d'Avray;02-Grande Couronne;1;279;De 2 à 5 000 entrées;COMMUNE D AVRAY;SARL GPCI;C;;FIXE;NON;11422.0;Paris;10706072.0;26.0;168.0;4026.0;11998.0;-66.4444074012;OUI;114.0;78.0;0.0;67.0092085947;20.4324035767;7.71386627519;4.84452155345;61.0;35.4058721934;40.3710129454;48.824654,2.18397
456762.0;94;CINEMA D ART ROMAIN ROLLAND;ILE-DE-FRANCE;18 RUE EUGENE VARLIN;94076;Villejuif;02-Grande Couronne;1;616;De 5 à 10 000 entrées;THEATRE ROMAIN ROLLAND;;NON;;FIXE;NON;56661.0;Paris;10706072.0;24.0;160.0;8832.0;24892.0;-64.5187208742;NON;67.0;53.0;2.0;41.1231884058;53.0797101449;3.44202898551;2.35507246377;39.0;12.2340425532;7.88043478261;48.793428,2.363199
457861.0;92;ANDRE MALRAUX;ILE-DE-FRANCE;28 AVENUE DE VERDUN;92078;Villeneuve-la-Garenne;02-Grande Couronne;1;212;De 2 à 5 000 entrées;ASSOCIATION POUR LE CINEMA SALLE ANDRE MALRAUX;;NON;;FIXE;NON;24433.0;Paris;10706072.0;16.0;93.0;3643.0;9934.0;-63.3279645661;NON;33.0;13.0;1.0;47.5172670424;40.6903186575;9.45262794856;2.33978635155;17.0;29.4517164732;26.2967299262;48.935662,2.333275
457983.0;94;ESPACE CULTUREL;ILE-DE-FRANCE;56BIS AVENUE CARNOT;94077;Villeneuve-le-Roi;02-Grande Couronne;1;448;Moins de 2000 entrées;COMMUNE DE VILLENEUVE LE ROI;;NON;;FIXE;NON;20732.0;Paris;10706072.0;16.0;21.0;1189.0;2433.0;-51.1302918208;NON;21.0;12.0;0.0;39.4136738038;51.8246376967;6.21458639046;2.54710210902;5.0;15.5834503262;9.05731515301;48.735355,2.416829
461663.0;94;LE CASINO;ILE-DE-FRANCE;13 RUE GUILLAUME BUDE;94079;Villiers-sur-Marne;02-Grande Couronne;1;220;De 5 à 10 000 entrées;COMMUNE DE VILLIERS SUR MARNE;SARL GPCI;C;;FIXE;NON;28511.0;Paris;10706072.0;29.0;559.0;8740.0;23682.0;-63.0943332489;OUI;125.0;93.0;1.0;24.0169108704;59.4081195344;12.4507731511;4.12419644408;69.0;19.6012428793;13.6076041003;48.826124,2.542402
462304.0;94;CINEMA SORANO;ILE-DE-FRANCE;1 RUE CHARLES PATHE;94080;Vincennes;02-Grande Couronne;1;204;Moins de 2000 entrées;ASSOCIATION CULTURELLE VINCENNES PROMO CINEMA;;NON;;FIXE;NON;49461.0;Paris;10706072.0;5.0;10.0;781.0;1249.0;-37.4699759808;NON;4.0;0.0;0.0;33.4072378955;56.0245794186;8.72981730894;1.83836537703;4.0;14.3851018974;9.80656689975;48.849453,2.437319
462321.0;94;LE VINCENNES;ILE-DE-FRANCE;30 AV DE PARIS;94080;Vincennes;02-Grande Couronne;4;481;De 50 à 80 000 entrées;LE VINCENNES;;C;JPPR;FIXE;NON;49461.0;Paris;10706072.0;31.0;3808.0;63759.0;183039.0;-65.166439939;OUI;147.0;71.0;60.0;37.3805446611;48.5306302823;10.122631608;3.9661934486;100.0;26.111944028;21.2644313097;48.845095,2.434268
463353.0;91;CALYPSO A;ILE-DE-FRANCE;38 RUE VICTOR BASCH;91687;Viry-Châtillon;03-Petite couronne;3;551;De 20 à 30 000 entrées;SAEM DE RENOVATION URBAINE & RESTAURATION IMMOBIL VIRY CHATILLON;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;C;JP;FIXE;NON;30831.0;Paris;10706072.0;31.0;1704.0;25049.0;90583.0;-72.3469083603;OUI;189.0;122.0;23.0;40.3488410651;48.8742248897;8.64807507378;2.12885897138;119.0;22.4590163934;16.3875717081;48.681815,2.379391
463931.0;94;3 CINES ROBESPIERRE;ILE-DE-FRANCE;19 AVENUE MAXIMILIEN ROBESPIERRE;94081;Vitry-sur-Seine;02-Grande Couronne;3;549;De 20 à 30 000 entrées;VILLE DE VITRY SUR SEINE;;C;RDJPPR;FIXE;NON;92531.0;Paris;10706072.0;30.0;2427.0;25986.0;71785.0;-63.8002368183;OUI;190.0;126.0;16.0;60.5571030641;16.8802228412;6.01671309192;16.5459610028;115.0;64.7058823529;89.1364902507;48.790948,2.388152
469245.0;91;CINEMA PARADISO;ILE-DE-FRANCE;2 RUE MARC SANGNIER;91691;Yerres;03-Petite couronne;1;214;De 10 à 20 000 entrées;STUDIO 43;SARL GPCI;C;;FIXE;NON;28921.0;Paris;10706072.0;30.0;611.0;10983.0;34252.0;-67.9347191405;OUI;120.0;70.0;2.0;55.3629267775;31.1793129082;11.567461371;1.89029894334;65.0;40.0315415955;43.6945786651;48.714932,2.489765
575001.0;92;MEGARAMA;ILE-DE-FRANCE;44 AVENUE DE LA LONGUE BERTRANE;92078;Villeneuve-la-Garenne;02-Grande Couronne;18;3728;De 150 à 200 000 entrées;LES IMAGES;SAS AGORA CINEMAS;NON;;FIXE;OUI;24433.0;Paris;10706072.0;31.0;16705.0;173415.0;630498.0;-72.4955511358;NON;160.0;124.0;123.0;60.8841902931;26.0691975012;7.76069197501;5.28592023066;36.0;51.7915309446;69.4617972129;48.930677,2.320895
718750.0;91;KINEPOLIS BRETIGNY;ILE-DE-FRANCE;5 RUE MICHELE MORGAN;91103;Brétigny-sur-Orge;03-Petite couronne;10;1508;De 150 à 200 000 entrées;KINEPOLIS PROSPECTION;KINEPOLIS;NON;;FIXE;OUI;26215.0;Paris;10706072.0;31.0;8632.0;161686.0;524055.0;-69.1471315034;NON;205.0;110.0;106.0;52.4947827737;27.1485486625;14.6841206602;5.67254790362;36.0;65.2941176471;68.4879529501;48.57924680000001,2.2996356999999534
720300.0;94;UGC CINE CITE;ILE-DE-FRANCE;CENTRE COMMERCIAL CRETEIL SOLEIL;94028;Créteil;02-Grande Couronne;18;3702;De 200 à 300 000 entrées;UGC CINE CITE;UGC DIFFUSION;NON;;FIXE;OUI;90739.0;Paris;10706072.0;31.0;16656.0;280683.0;775391.0;-63.8011016378;NON;294.0;150.0;141.0;41.592920354;0.0;51.7699115044;6.63716814159;133.0;53.6585365854;67.6991150442;48.797186,2.469391
720400.0;78;UGC CINE CITE SQY OUEST;ILE-DE-FRANCE;1 AV. DE LA SOURCE DE LA BIEVRE;78423;Montigny-le-Bretonneux;03-Petite couronne;16;3612;De 200 à 300 000 entrées;UGC CINE CITE;UGC DIFFUSION;NON;;FIXE;OUI;33123.0;Paris;10706072.0;31.0;13618.0;287776.0;1066555.0;-73.0181753402;NON;251.0;141.0;141.0;28.2;52.9;18.9;0.0;99.0;16.6666666667;19.4;48.784168,2.039775
723600.0;95;MEGARAMA;ILE-DE-FRANCE;82 BOULEVARD VICTOR BORDIER;95424;Montigny-lès-Cormeilles;03-Petite couronne;8;1861;De 150 à 200 000 entrées;FORUM INTERNATIONAL;SAS AGORA CINEMAS;NON;;FIXE;OUI;20789.0;Paris;10706072.0;31.0;7861.0;150948.0;535672.0;-71.8208157231;NON;123.0;99.0;98.0;59.3653913209;36.0826703015;3.20791200431;1.34402637335;22.0;23.0403800475;17.4723428535;48.994228,2.194982
723680.0;95;CGR MY PLACE SARCELLES;ILE-DE-FRANCE;2 ALLEE HENRI DUNANT;95585;Sarcelles;03-Petite couronne;10;1817;De 100 à 150 000 entrées;ANGEOR;SARL LES FILMS DE LA ROCHELLE;NON;;FIXE;OUI;57412.0;Paris;10706072.0;31.0;10363.0;108998.0;392143.0;-72.20452743;NON;126.0;84.0;79.0;62.5;31.2142857143;6.28571428571;0.0;19.0;24.0963855422;32.0714285714;48.984111,2.372423
723760.0;91;PATHE;ILE-DE-FRANCE;21 PLACE DU GRAND OUEST;91377;Massy;03-Petite couronne;9;1894;De 150 à 200 000 entrées;PATHE MASSY;LES CINEMAS GAUMONT PATHE;NON;;FIXE;OUI;48363.0;Paris;10706072.0;31.0;8723.0;188008.0;627821.0;-70.0538847856;NON;155.0;105.0;101.0;43.2061068702;49.3129770992;1.2213740458;6.25954198473;33.0;18.6440677966;20.4580152672;48.724173,2.262676
724000.0;94;CINE PINCE VENT;ILE-DE-FRANCE;CENTRE COMMERCIAL PINCE VENT 85 ROUTE DE PROVINS;94019;Chennevières-sur-Marne;02-Grande Couronne;8;1606;De 80 à 100 000 entrées;DELTA EXPLOITATION;UGC DIFFUSION;NON;;FIXE;OUI;18226.0;Paris;10706072.0;31.0;7415.0;92990.0;273635.0;-66.01677417;NON;116.0;95.0;85.0;60.5587823801;32.2677746216;5.78284648323;1.39059651503;32.0;21.095890411;21.1345232543;48.7946166,2.5525718999999754
724120.0;78;UGC CINE CITE VELIZY;ILE-DE-FRANCE;2 AVENUE DE L'EUROPE;78640;Vélizy-Villacoublay;03-Petite couronne;18;3814;De 300 à 450 000 entrées;UGC CINE CITE;UGC DIFFUSION;NON;;FIXE;OUI;21090.0;Paris;10706072.0;31.0;16354.0;343905.0;856488.0;-59.8470731639;NON;332.0;183.0;169.0;58.984669515;9.0726313144;19.2762000503;12.6664991204;165.0;76.1437908497;85.3983412918;48.78103,2.189542
724320.0;78;UGC CINE CITE PARLY;ILE-DE-FRANCE;2 AVENUE CHARLES DE GAULLE;78158;Le Chesnay;03-Petite couronne;12;2200;De 150 à 200 000 entrées;UGC CINE CITE;UGC DIFFUSION;NON;;FIXE;OUI;28512.0;Paris;10706072.0;31.0;10522.0;184465.0;296199.0;-37.7226121628;NON;224.0;116.0;114.0;59.5168034691;35.4498993341;4.24345671364;0.789840483197;96.0;16.9039145907;12.2192968871;48.827796,2.116072
724440.0;77;KINEPOLIS SERVON;ILE-DE-FRANCE;ZAC DE NOYER AUX PERDRIX;77450;SERVON;03-Petite couronne;9;1209;De 50 à 80 000 entrées;KINEPOLIS PROSPECTION;KINEPOLIS;NON;;FIXE;OUI;3133.0;Paris;10706072.0;31.0;7571.0;57182.0;65046.0;-12.0899056053;NON;191.0;98.0;95.0;57.3310319767;29.4694767442;7.30377906977;5.8957122093;26.0;46.0952380952;40.3888081395;48.718766,2.589559
